Date,Close
6/1/2021 16:00,14.81
6/2/2021 16:00,14.91
6/3/2021 16:00,15.99
6/4/2021 16:00,15.97
6/7/2021 16:00,15.88
6/8/2021 16:00,15.63
6/9/2021 16:00,15.48
6/10/2021 16:00,15.11
6/11/2021 16:00,15.28
6/14/2021 16:00,14.87
6/15/2021 16:00,15
6/16/2021 16:00,15.02
6/17/2021 16:00,14.77
6/18/2021 16:00,14.52
6/21/2021 16:00,14.78
6/22/2021 16:00,14.91
6/23/2021 16:00,15.42
6/24/2021 16:00,15.26
6/25/2021 16:00,15.19
6/28/2021 16:00,14.96
6/29/2021 16:00,15.01
6/30/2021 16:00,14.86
7/1/2021 16:00,14.91
7/2/2021 16:00,14.93
7/6/2021 16:00,14.5
7/7/2021 16:00,14.23
7/8/2021 16:00,14.06
7/9/2021 16:00,14.48
7/12/2021 16:00,14.61
7/13/2021 16:00,14.42
7/14/2021 16:00,14.25
7/15/2021 16:00,14.01
7/16/2021 16:00,13.61
7/19/2021 16:00,13.28
7/20/2021 16:00,13.91
7/21/2021 16:00,14.19
7/22/2021 16:00,13.91
7/23/2021 16:00,13.82
7/26/2021 16:00,14.03
7/27/2021 16:00,13.79
7/28/2021 16:00,13.86
7/29/2021 16:00,14.39
7/30/2021 16:00,13.95
8/2/2021 16:00,13.91
8/3/2021 16:00,14.02
8/4/2021 16:00,13.32
8/5/2021 16:00,13.71
8/6/2021 16:00,13.8
8/9/2021 16:00,13.75
8/10/2021 16:00,13.82
8/11/2021 16:00,13.93
8/12/2021 16:00,13.9
8/13/2021 16:00,13.59
8/16/2021 16:00,13.46
8/17/2021 16:00,12.99
8/18/2021 16:00,13
8/19/2021 16:00,12.67
8/20/2021 16:00,12.57
8/23/2021 16:00,12.73
8/24/2021 16:00,13.08
8/25/2021 16:00,13.17
8/26/2021 16:00,12.9
8/27/2021 16:00,13.31
8/30/2021 16:00,13.05
8/31/2021 16:00,13.03
9/1/2021 16:00,13.11
9/2/2021 16:00,13.01
9/3/2021 16:00,12.89
9/7/2021 16:00,12.95
9/8/2021 16:00,13.03
9/9/2021 16:00,12.76
9/10/2021 16:00,12.68
9/13/2021 16:00,12.99
9/14/2021 16:00,12.86
9/15/2021 16:00,13.22
9/16/2021 16:00,13.4
9/17/2021 16:00,13.55
9/20/2021 16:00,12.82
9/21/2021 16:00,12.77
9/22/2021 16:00,13.23
9/23/2021 16:00,13.71
9/24/2021 16:00,13.78
9/27/2021 16:00,14.16
9/28/2021 16:00,14.31
9/29/2021 16:00,14.3
9/30/2021 16:00,14.16
10/1/2021 16:00,14.16
10/4/2021 16:00,14.35
10/5/2021 16:00,14.29
10/6/2021 16:00,14.12
10/7/2021 16:00,14.89
10/8/2021 16:00,15.12
10/11/2021 16:00,15.09
10/12/2021 16:00,15.64
10/13/2021 16:00,15.51
10/14/2021 16:00,15.45
10/15/2021 16:00,15.7
10/18/2021 16:00,15.56
10/19/2021 16:00,15.42
10/20/2021 16:00,16.04
10/21/2021 16:00,16.55
10/22/2021 16:00,16.28
10/25/2021 16:00,16
10/26/2021 16:00,15.94
10/27/2021 16:00,15.51
10/28/2021 16:00,16.86
10/29/2021 16:00,17.08
11/1/2021 16:00,17.95
11/2/2021 16:00,18.01
11/3/2021 16:00,18.63
11/4/2021 16:00,19.42
11/5/2021 16:00,19.29
11/8/2021 16:00,20.15
11/9/2021 16:00,20.15
11/10/2021 16:00,19.36
11/11/2021 16:00,19.55
11/12/2021 16:00,19.5
11/15/2021 16:00,19.86
11/16/2021 16:00,19.79
11/17/2021 16:00,19.96
11/18/2021 16:00,19.56
11/19/2021 16:00,19.39
11/22/2021 16:00,20.48
11/23/2021 16:00,20.2
11/24/2021 16:00,20.25
11/26/2021 13:00,19.75
11/29/2021 16:00,19.67
11/30/2021 16:00,19.19
12/1/2021 16:00,19.58
12/2/2021 16:00,19.87
12/3/2021 16:00,19.14
12/6/2021 16:00,19.22
12/7/2021 16:00,19.96
12/8/2021 16:00,19.81
12/9/2021 16:00,19.57
12/10/2021 16:00,21.45
12/13/2021 16:00,20.43
12/14/2021 16:00,20.05
12/15/2021 16:00,20.19
12/16/2021 16:00,20.35
12/17/2021 16:00,19.77
12/20/2021 16:00,19.42
12/21/2021 16:00,19.61
12/22/2021 16:00,20.14
12/23/2021 16:00,20.25
12/27/2021 16:00,20.8
12/28/2021 16:00,20.76
12/29/2021 16:00,20.56
12/30/2021 16:00,20.47
12/31/2021 16:00,20.77
